BN,School_Year,Start_Date,Overall_Rating,Indicator_1.1,Indicator_1.2,Indicator_1.3,Indicator_1.4,Indicator_1.5,Indicator_1.6,Indicator_1.7,IndicatorOverall_1,Indicator_2.1,Indicator_2.2,Indicator_2.3,Indicator_2.4,Indicator_2.5,Indicator_2.6,Indicator_2.7,IndicatorOverall_2,Indicator_3.1,Indicator_3.2,Indicator_3.3,Indicator_3.4,Indicator_3.5,Indicator_3.6,Indicator_3.7,Indicator_3.8,IndicatorOverall_3,Indicator_4.1,Indicator_4.2,Indicator_4.3,Indicator_4.4,Indicator_4.5,Indicator_4.6,Indicator_4.7,IndicatorOverall_4,Indicator_5.1,Indicator_5.2,Indicator_5.3,Indicator_5.4,Indicator_5.5,Indicator_5.6,Indicator_5.7,IndicatorOverall_5
K811,2015-16,01/12/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
R445,2015-16,01/12/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,D,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q670,2015-16,01/12/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K555,2015-16,01/12/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M243,2015-16,01/13/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,D,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,D,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K448,2015-16,01/13/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K244,2015-16,01/13/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K140,2015-16,01/13/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q293,2015-16,01/14/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K267,2015-16,01/14/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q067,2015-16,01/14/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K008,2015-16,01/14/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
X241,2015-16,01/14/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M171,2015-16,01/14/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
R018,2015-16,01/14/2016 12:00:00 AM,No Data,P,D,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M140,2015-16,01/14/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M267,2015-16,01/15/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
X180,2015-16,01/20/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K120,2015-16,01/20/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K048,2015-16,01/20/2016 12:00:00 AM,No Data,P,D,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q018,2015-16,01/20/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q993,2015-16,01/20/2016 12:00:00 AM,No Data,P,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K753,2015-16,01/20/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q127,2015-16,01/21/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M167,2015-16,01/21/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K575,2015-16,01/21/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M048,2015-16,01/21/2016 12:00:00 AM,No Data,P,D,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
R029,2015-16,01/21/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M188,2015-16,01/21/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M560,2015-16,01/21/2016 12:00:00 AM,No Data,WD,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M404,2015-16,01/21/2016 12:00:00 AM,No Data,P,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,WD,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q354,2015-16,01/22/2016 12:00:00 AM,No Data,WD,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,P,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
